Team,PTS
Tampa Bay,128
Calgary,107
Boston,107
Washington,104
NY Islanders,103
San Jose,101
Toronto ,100
Nashville,100
Pittsburgh,100
Winnipeg,99
Carolina,99
St. Louis,99
Columbus,98
Montreal,96
Dallas,93
Vegas,93
Colorado,90
Arizona,86
Florida,86
Chicago,84
Minnesota,83
Philadelphia,82
Vancouver,81
Anaheim,80
Edmonton,79
NY Rangers,78
Buffalo,76
Detroit,74
New Jersey,72
Los Angeles,71
Ottawa,64
